issuer,ticker,yf_ticker,isin,asset_class,exchange,exchange_code,country,url
Corbus Pharmaceuticals,CRBP,CRBP,,equity,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/CRBP:NASDAQ
Immutep,IMMP,IMMP,,equity,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/IMMP:NASDAQ
Entera Bio,ENTX,ENTX,,equity,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/ENTX:NASDAQ
Bionomics,BNOX,BNOX,,equity,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/BNOX:NASDAQ
Medigene,MDG1.DE,MDG1.DE,,equity,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/MDG1.DE:NASDAQ
BioNTech,BNTX,BNTX,,equity,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/BNTX:NASDAQ
NexImmune,NEXI,NEXI,,equity,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/NEXI:NASDAQ
Candel Therapeutics,CADL,CADL,,equity,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/CADL:NASDAQ
Celularity,CELU,CELU,,equity,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/CELU:NASDAQ
RAPT Therapeutics,RAPT,RAPT,,equity,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/RAPT:NASDAQ
Checkpoint Therapeutics,CKPT,CKPT,,equity,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/CKPT:NASDAQ
X4 Pharmaceuticals,XFOR,XFOR,,equity,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/XFOR:NASDAQ
BioXcel Therapeutics,BXRX,BXRX,,equity,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/BXRX:NASDAQ
